Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Genome	Last_Change	MSL_of_Last_Change	Proposal_for_Last_Change_
104	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus mandrillinebeta1	ICTV201856400	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
105	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus paninebeta2	ICTV20041279	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
106	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta3	ICTV20125917	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
107	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus papiinebeta4	ICTV201856401	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
108	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Cytomegalovirus		Cytomegalovirus saimiriinebeta4	ICTV20125919	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
109	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta1	ICTV19790334	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
110	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta2	ICTV19991000	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
111	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Muromegalovirus		Muromegalovirus muridbeta8	ICTV20115686	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
112	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta1	ICTV20083079	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
113	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta3	ICTV202214018	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip
114	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta4	ICTV201856404	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
115	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Proboscivirus		Proboscivirus elephantidbeta5	ICTV201856405	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
116	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus caviidbeta2	ICTV20073845	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
117	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus miniopteridbeta1	ICTV202009145	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
118	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Quwivirus		Quwivirus tupaiidbeta1	ICTV20041284	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
119	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta7	ICTV19991002	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
120	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6a	ICTV20115682	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
121	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus humanbeta6b	ICTV20115683	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
122	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus macacinebeta9	ICTV201856402	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
123	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus muridbeta3	ICTV201856403	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
124	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Betaherpesvirinae	Roseolovirus		Roseolovirus suidbeta2	ICTV20083083	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
125	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Bossavirus		Bossavirus delphinidgamma1	ICTV202009147	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
126	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus callitrichinegamma3	ICTV20041285	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
127	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus gorillinegamma1	ICTV19951068	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
128	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus humangamma4	ICTV19710173	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
129	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma4	ICTV19951064	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
130	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma10	ICTV201856406	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
131	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus macacinegamma13	ICTV202214019	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip
132	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus paninegamma1	ICTV19840527	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
133	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus papiinegamma1	ICTV19840525	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
134	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Lymphocryptovirus ponginegamma2	ICTV19951067	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
135	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma1	ICTV19951070	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
136	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus alcelaphinegamma2	ICTV19951071	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
137	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus bovinegamma6	ICTV20083095	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
138	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus caprinegamma2	ICTV20083096	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
139	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus hippotraginegamma1	ICTV19991018	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
140	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus ovinegamma2	ICTV19951079	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
141	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma3	ICTV20083099	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
142	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma4	ICTV20083100	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
143	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Macavirus		Macavirus suidgamma5	ICTV20083101	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
144	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus phascolarctidgamma1	ICTV202009151	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
145	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Manticavirus		Manticavirus vombatidgamma1	ICTV202009152	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
146	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Patagivirus		Patagivirus vespertilionidgamma3	ICTV202009149	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
147	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma2	ICTV19951056	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
148	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus equidgamma5	ICTV19951057	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
149	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus felidgamma1	ICTV201856410	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
150	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus mustelidgamma1	ICTV20041304	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
151	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus phocidgamma3	ICTV201856411	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
152	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus rhinolophidgamma1	ICTV202214020	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip
153	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Percavirus		Percavirus vespertilionidgamma1	ICTV201856412	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
154	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma2	ICTV19840528	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
155	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus atelinegamma3	ICTV20083106	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
156	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus bovinegamma4	ICTV19951072	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
157	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus colobinegamma1	ICTV202214021	dsDNA	New,	38	2022.002D.Herpesvirales_9nsp.zip
158	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus cricetidgamma2	ICTV20115685	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
159	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus humangamma8	ICTV19991019	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
160	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma5	ICTV19991014	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
161	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma8	ICTV201856407	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
162	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma11	ICTV201856408	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
163	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus macacinegamma12	ICTV201856409	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
164	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma4	ICTV19951078	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
165	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus muridgamma7	ICTV20115681	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
166	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Gammaherpesvirinae	Rhadinovirus		Rhadinovirus saimiriinegamma2	ICTV19991022	dsDNA	Renamed,	38	2022.001D.Herpesvirales_1renfam_4rengen_124rensp_6absp.zip
167	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Adrikavirales		Satyavativiridae		Vyasavirus		Vyasavirus brisbanense	ICTV202419965	dsDNA	New,	40	2024.002A.Adrikaivirales_neworder_2newfam.zip
168	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ceskevirus		Ceskevirus SB4	ICTV202421147	dsDNA	New,	40	2024.045B.Autographivirales.zip
169	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Maltophvirus		Maltophvirus BUCT609	ICTV202421146	dsDNA	New,	40	2024.045B.Autographivirales.zip
170	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pazvirus		Pazvirus 31	ICTV202421145	dsDNA	New,	40	2024.045B.Autographivirales.zip
171	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pazvirus		Pazvirus paz	ICTV202421144	dsDNA	New,	40	2024.045B.Autographivirales.zip
172	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus pepon	ICTV202421143	dsDNA	New,	40	2024.045B.Autographivirales.zip
173	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus ponderosa	ICTV202421142	dsDNA	New,	40	2024.045B.Autographivirales.zip
174	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus ptah	ICTV202421139	dsDNA	New,	40	2024.045B.Autographivirales.zip
175	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus SB2	ICTV202421141	dsDNA	New,	40	2024.045B.Autographivirales.zip
176	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Ponderosavirus		Ponderosavirus TS10	ICTV202421140	dsDNA	New,	40	2024.045B.Autographivirales.zip
177	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus F5	ICTV202421080	dsDNA	New,	40	2024.045B.Autographivirales.zip
178	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus f20	ICTV20164905	dsDNA	Moved,	40	2024.045B.Autographivirales.zip
179	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus f30	ICTV20164906	dsDNA	Moved,	40	2024.045B.Autographivirales.zip
180	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus IVIADoCa2	ICTV202421076	dsDNA	New,	40	2024.045B.Autographivirales.zip
181	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus IVIADoCa4	ICTV202421079	dsDNA	New,	40	2024.045B.Autographivirales.zip
182	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus IVIADoCa9	ICTV202421077	dsDNA	New,	40	2024.045B.Autographivirales.zip
183	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus MUD8T1	ICTV202421082	dsDNA	New,	40	2024.045B.Autographivirales.zip
184	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus NED111	ICTV202421083	dsDNA	New,	40	2024.045B.Autographivirales.zip
185	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus P4	ICTV202421081	dsDNA	New,	40	2024.045B.Autographivirales.zip
186	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus pagan	ICTV202421084	dsDNA	New,	40	2024.045B.Autographivirales.zip
187	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus prado	ICTV20164907	dsDNA	Moved,	40	2024.045B.Autographivirales.zip
188	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus pXoo2106	ICTV202421086	dsDNA	New,	40	2024.045B.Autographivirales.zip
189	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus SB5	ICTV202421078	dsDNA	New,	40	2024.045B.Autographivirales.zip
190	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus titanX	ICTV202421085	dsDNA	New,	40	2024.045B.Autographivirales.zip
191	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus XAJ24	ICTV201908242	dsDNA	Moved,	40	2024.045B.Autographivirales.zip
192	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Pradovirus		Pradovirus Xc10	ICTV201908243	dsDNA	Moved,	40	2024.045B.Autographivirales.zip
193	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Smasvirus		Smasvirus BUCT598	ICTV202421134	dsDNA	New,	40	2024.045B.Autographivirales.zip
194	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae	Gujervirinae	Smasvirus		Smasvirus BUCT700	ICTV202421138	dsDNA	New,	40	2024.045B.Autographivirales.zip
